,time,steps,average_score
0,347.0,10000.0,0.01
1,716.0,20000.0,0.69
2,1081.0,30000.0,3.97
3,1448.0,40000.0,6.36
4,1814.0,50000.0,9.6
5,2190.0,60000.0,8.28
6,2585.0,70000.0,16.69
7,2983.0,80000.0,26.2
8,3381.0,90000.0,26.68
9,3781.0,100000.0,37.6
10,4183.0,110000.0,37.09
11,4588.0,120000.0,33.99
12,4988.0,130000.0,36.29
