,time,steps,average_score
0,393.0,10000.0,0.01
1,803.0,20000.0,0.0
2,1217.0,30000.0,0.01
3,1634.0,40000.0,0.01
4,2053.0,50000.0,0.04
5,2489.0,60000.0,0.03
6,2948.0,70000.0,0.03
7,3403.0,80000.0,0.02
8,3858.0,90000.0,0.02
9,4314.0,100000.0,0.0
10,4774.0,110000.0,0.02
11,5240.0,120000.0,0.0
12,5729.0,130000.0,0.0
13,6273.0,140000.0,0.0
14,6750.0,150000.0,0.02
15,7276.0,160000.0,0.0
16,7793.0,170000.0,0.0
17,8275.0,180000.0,0.01
18,8764.0,190000.0,0.03
19,9255.0,200000.0,0.0
