,time,steps,average_score
0,386.0,10000.0,0.0
1,786.0,20000.0,0.02
2,1190.0,30000.0,0.01
3,1595.0,40000.0,0.01
4,2001.0,50000.0,0.01
5,2426.0,60000.0,0.0
6,2866.0,70000.0,0.0
7,3306.0,80000.0,0.04
8,3746.0,90000.0,0.02
9,4189.0,100000.0,0.0
10,4642.0,110000.0,0.04
11,5096.0,120000.0,0.02
12,5563.0,130000.0,0.02
13,6020.0,140000.0,0.0
14,6489.0,150000.0,0.0
15,6953.0,160000.0,0.0
16,7431.0,170000.0,0.01
17,7892.0,180000.0,0.02
